{'opt': 'adam', 'truncate': -1, 'feat': 'basic', 'activation': ['bi-relu'], 'drates': [0, 0], 'sample': False, 'epoch': 1, 'bias': [1], 'lr': 0.005, 'fepoch': 400, 'hidden': [50], 'data': '', 'norm': 7.0}
['c= ', 'c=!', 'c="', 'c=$', 'c=%', 'c=&', "c='", 'c=(', 'c=)', 'c=*', 'c=+', 'c=,', 'c=-', 'c=.', 'c=/', 'c=0', 'c=1', 'c=2', 'c=3', 'c=4', 'c=5', 'c=6', 'c=7', 'c=8', 'c=9', 'c=:', 'c=;', 'c==', 'c=?', 'c=@', 'c=A', 'c=B', 'c=C', 'c=D', 'c=E', 'c=F', 'c=G', 'c=H', 'c=I', 'c=J', 'c=K', 'c=L', 'c=M', 'c=N', 'c=O', 'c=P', 'c=Q', 'c=R', 'c=S', 'c=T', 'c=U', 'c=V', 'c=W', 'c=X', 'c=Y', 'c=Z', 'c=[', 'c=]', 'c=`', 'c=a', 'c=b', 'c=c', 'c=d', 'c=e', 'c=f', 'c=g', 'c=h', 'c=i', 'c=j', 'c=k', 'c=l', 'c=m', 'c=n', 'c=o', 'c=p', 'c=q', 'c=r', 'c=s', 'c=t', 'c=u', 'c=v', 'c=w', 'c=x', 'c=y', 'c=z']
['b-LOC' 'b-MISC' 'b-ORG' 'b-PER' 'i-LOC' 'i-MISC' 'i-ORG' 'i-PER' 'l-LOC'
 'l-MISC' 'l-ORG' 'l-PER' 'o' 'u-LOC' 'u-MISC' 'u-ORG' 'u-PER']
# of sents:  [14041, 3250, 3453]
# of feats:  85
# of lbls:  17
(1079622, 85) (272309, 85)
(1079622,) (272309,)
14041 3250
...building the model
...training the model
Epoch: 1 Loss: 428358.633620 Error: 0.201629 Time: 90.748480 seconds
Dev Err: 0.211440 Time: 6.398328 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
L-MISC	0	0	0	5	0	2	23	0	7	23	16	119	77	3	3	0	1
L-ORG	0	0	0	11	0	0	10	1	14	0	127	212	53	14	0	3	0
L-PER	0	0	0	9	0	0	1	3	10	0	5	1182	9	1	1	3	1
O	3	0	40	403	1	0	37	20	6	2	7	630	41426	146	6	8	24
U-LOC	0	0	31	139	0	0	1	0	0	0	3	82	140	1102	50	3	42
U-MISC	1	2	25	88	0	0	1	0	0	0	0	68	125	131	183	3	10
U-ORG	0	0	20	66	0	0	0	0	0	0	1	54	146	111	8	421	53
U-PER	1	1	0	74	0	0	0	1	0	0	0	57	154	99	7	14	196
f1:  (90.1288890619524, 55.518628651390586, 53.77838021009828, 54.63465014200879)
...training the model
Epoch: 1 Loss: 0.509232 Error: 0.133336 Time: 99.780237 seconds
Dev Err: 0.123874 Time: 6.400315 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	242	0	201	486	0	0	22	0	0	0	0	10	95	58	7	0	2
b-MISC	30	182	269	693	0	0	3	3	0	0	0	33	281	54	24	0	22
b-ORG	52	1	1016	1006	0	0	22	3	0	0	0	44	236	84	69	72	17
b-PER	17	0	37	5991	0	0	12	48	0	0	0	155	81	36	0	0	2
i-LOC	3	0	1	5	66	3	110	112	0	0	0	28	49	1	1	0	0
i-MISC	0	2	6	106	7	38	162	187	2	14	4	177	284	0	0	0	0
i-ORG	1	0	35	201	12	8	937	282	7	0	22	392	397	9	0	18	0
i-PER	0	0	0	62	6	0	2	1266	2	0	0	108	103	17	0	0	0
l-LOC	0	1	0	23	0	0	66	7	353	0	71	626	93	59	5	0	0
l-MISC	0	0	0	23	0	8	65	0	51	172	103	683	384	11	6	0	4
l-ORG	0	0	0	57	0	0	114	12	61	4	899	1154	311	46	0	20	1
l-PER	0	0	0	67	0	0	4	14	42	0	13	8014	65	18	5	24	5
o	5	2	186	1652	5	10	310	1036	30	13	65	3917	207647	1094	65	46	134
u-LOC	17	1	181	982	0	0	14	2	2	1	14	643	1402	6966	162	26	315
u-MISC	5	15	165	586	0	1	10	1	3	0	3	532	1108	882	1025	8	102
u-ORG	2	5	97	528	0	0	4	1	1	7	16	424	1360	613	50	2684	361
u-PER	3	1	3	645	0	0	0	2	0	0	1	466	1120	572	45	91	1079
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	60	0	39	109	0	0	4	0	0	0	0	2	13	11	0	0	1
B-MISC	4	29	56	126	0	0	1	0	0	0	0	6	45	8	1	0	3
B-ORG	5	0	189	178	0	0	2	0	0	0	0	6	32	12	4	14	3
B-PER	5	0	9	1165	0	0	1	2	0	0	0	27	12	4	0	0	0
I-LOC	0	0	0	2	0	0	15	0	0	0	0	7	2	0	0	0	0
I-MISC	0	1	1	18	0	2	23	2	0	2	0	32	34	0	0	0	0
I-ORG	0	0	4	32	0	1	134	2	3	0	2	66	41	3	0	11	0
I-PER	0	0	0	19	0	0	0	12	1	0	0	23	14	4	0	0	0
L-LOC	0	0	0	4	0	0	11	0	70	0	14	113	14	12	1	0	0
L-MISC	0	0	0	3	0	2	12	0	11	24	18	130	75	2	1	0	1
L-ORG	0	0	0	11	0	0	13	1	10	1	155	190	53	7	0	4	0
L-PER	0	0	0	10	0	0	2	0	8	0	4	1186	6	3	1	4	1
O	1	0	36	385	0	0	55	22	8	3	12	813	41207	174	4	12	27
U-LOC	0	0	35	153	0	0	1	0	0	0	2	88	154	1086	22	5	47
U-MISC	1	2	24	96	0	0	1	0	0	0	1	80	130	126	158	3	15
U-ORG	0	0	13	70	0	0	0	0	0	1	3	55	155	103	6	415	59
U-PER	1	0	0	104	0	0	0	0	0	0	0	62	153	87	7	14	176
f1:  (89.69276897317083, 55.528081949841045, 53.27007793968146, 54.37564856451055)
...training the model
Epoch: 1 Loss: 0.511664 Error: 0.133811 Time: 99.542113 seconds
Dev Err: 0.108491 Time: 6.414523 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	253	0	213	440	0	0	27	0	0	0	0	3	126	52	9	0	0
b-MISC	30	167	343	578	0	0	13	1	0	0	0	15	307	52	51	0	37
b-ORG	50	2	1074	892	0	0	32	1	0	0	0	28	282	84	96	61	20
b-PER	23	0	88	5955	0	0	25	29	0	0	0	103	115	29	4	0	8
i-LOC	3	0	4	2	62	4	109	110	0	0	0	24	59	1	1	0	0
i-MISC	0	0	13	89	6	33	192	151	4	0	12	161	328	0	0	0	0
i-ORG	2	0	52	156	9	6	980	226	4	0	28	321	514	9	0	14	0
i-PER	0	0	0	64	8	1	10	1221	2	0	0	104	137	19	0	0	0
l-LOC	0	0	1	14	0	0	61	5	342	0	77	627	111	66	0	0	0
l-MISC	0	0	0	18	0	1	71	0	54	172	122	603	437	24	4	0	4
l-ORG	0	0	1	34	0	0	95	13	59	1	909	1116	374	52	5	19	1
l-PER	0	0	0	38	0	0	16	13	59	0	46	7948	122	4	3	17	5
o	8	1	216	1052	4	5	312	505	17	11	53	1738	211048	1000	74	50	123
u-LOC	14	1	175	542	0	0	13	0	2	1	21	512	1535	7343	238	47	284
u-MISC	2	15	185	311	0	0	13	0	0	0	4	362	1210	1020	1233	19	72
u-ORG	1	0	125	349	0	0	6	0	1	0	12	255	1453	744	82	2760	365
u-PER	3	0	5	362	0	0	1	2	0	0	4	360	1140	715	60	110	1266
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	61	0	46	96	0	0	5	0	0	0	0	1	20	10	0	0	0
B-MISC	6	26	69	109	0	0	2	0	0	0	0	3	49	4	5	0	6
B-ORG	12	0	196	159	0	0	4	0	0	0	0	3	40	12	6	11	2
B-PER	5	0	19	1158	0	0	5	2	0	0	0	16	14	4	0	0	2
I-LOC	0	0	1	0	0	0	14	1	0	0	0	6	4	0	0	0	0
I-MISC	0	0	2	15	0	0	27	1	0	0	2	29	39	0	0	0	0
I-ORG	0	0	9	25	0	0	138	2	0	0	3	53	56	4	0	9	0
I-PER	0	0	0	16	0	0	1	10	1	0	0	23	18	4	0	0	0
L-LOC	0	0	0	2	0	0	11	0	67	0	15	115	17	12	0	0	0
L-MISC	0	0	0	3	0	0	18	0	9	27	22	109	86	3	1	0	1
L-ORG	0	0	0	6	0	0	14	1	11	0	160	182	61	5	0	4	1
L-PER	0	0	0	6	0	0	2	1	13	0	9	1178	11	0	1	3	1
O	3	0	37	240	0	0	58	7	2	2	9	364	41853	151	4	8	21
U-LOC	0	0	31	88	0	0	2	0	0	0	4	75	167	1135	39	6	46
U-MISC	1	2	28	49	0	0	2	0	0	0	0	57	147	146	188	5	12
U-ORG	0	0	17	48	0	0	2	0	0	0	1	34	173	115	11	424	55
U-PER	1	0	0	54	0	0	0	1	0	0	1	51	154	102	6	16	218
f1:  (91.1938787430396, 59.743824336688014, 55.32023043036259, 57.44699568927598)
...training the model
Epoch: 1 Loss: 0.511552 Error: 0.133322 Time: 99.605756 seconds
Dev Err: 0.114164 Time: 6.391454 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	225	0	207	473	0	0	24	0	0	0	0	10	111	62	11	0	0
b-MISC	22	176	245	682	0	0	8	1	0	0	0	24	305	52	52	0	27
b-ORG	41	3	949	978	0	0	25	4	0	0	0	55	280	73	121	73	20
b-PER	32	0	42	5966	0	0	35	31	0	0	0	113	133	22	1	0	4
i-LOC	3	0	1	6	56	5	102	122	1	0	0	30	51	1	1	0	0
i-MISC	0	1	2	92	4	34	180	161	2	0	17	166	330	0	0	0	0
i-ORG	0	0	46	163	6	5	962	234	1	0	29	322	532	4	0	17	0
i-PER	0	0	0	50	11	0	5	1253	2	0	0	107	121	17	0	0	0
l-LOC	1	0	0	20	0	0	54	5	313	0	72	649	116	74	0	0	0
l-MISC	0	0	0	22	0	3	55	0	35	163	125	637	453	6	5	0	6
l-ORG	0	0	0	36	0	0	62	7	42	3	963	1106	402	34	6	16	2
l-PER	0	0	0	60	0	0	7	15	57	0	18	7937	136	7	3	19	12
o	5	0	185	1255	3	5	227	677	18	15	69	2582	210274	623	94	62	123
u-LOC	3	0	132	724	0	0	10	0	3	1	10	773	1785	6607	253	45	382
u-MISC	3	18	139	432	0	0	9	0	10	0	7	526	1307	681	1222	14	78
u-ORG	0	2	99	355	0	0	3	1	1	6	12	434	1439	531	72	2827	371
u-PER	2	0	3	399	0	0	0	2	0	0	4	565	1134	480	68	77	1294
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	57	0	43	103	0	0	5	0	0	0	0	3	15	13	0	0	0
B-MISC	3	28	50	128	0	0	1	0	0	0	0	5	48	8	5	0	3
B-ORG	7	0	187	168	0	0	2	0	0	0	0	8	37	12	9	12	3
B-PER	7	0	11	1161	0	0	4	1	0	0	0	21	16	3	0	0	1
I-LOC	0	0	0	2	0	0	15	0	0	0	0	7	2	0	0	0	0
I-MISC	0	0	0	17	0	0	25	1	0	0	2	31	39	0	0	0	0
I-ORG	0	0	6	30	0	0	131	2	0	0	3	53	61	3	0	10	0
I-PER	0	0	0	16	0	0	1	11	1	0	0	25	15	4	0	0	0
L-LOC	0	0	0	3	0	0	8	0	63	0	16	118	17	14	0	0	0
L-MISC	0	0	0	4	0	1	10	0	4	24	23	121	90	0	1	0	1
L-ORG	0	0	0	5	0	0	8	0	9	0	166	189	59	3	1	4	1
L-PER	0	0	0	9	0	0	2	1	10	0	4	1183	9	0	1	3	3
O	2	0	32	270	0	0	39	7	4	4	14	553	41700	83	8	14	29
U-LOC	0	0	27	109	0	0	2	0	0	0	0	116	205	1014	41	9	70
U-MISC	1	2	22	67	0	0	1	0	1	0	2	81	159	97	195	2	7
U-ORG	0	0	16	48	0	0	0	0	0	1	1	66	167	90	9	431	51
U-PER	1	0	0	59	0	0	0	0	0	0	0	81	147	65	10	9	232
f1:  (90.69545578443207, 60.01892147587512, 53.74449339207048, 56.708679717529265)
...training the model
Epoch: 1 Loss: 0.510851 Error: 0.133927 Time: 99.670968 seconds
Dev Err: 0.133382 Time: 6.407908 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	216	0	124	588	0	0	12	0	0	0	0	16	94	70	3	0	0
b-MISC	18	193	164	808	0	0	5	3	0	0	0	26	277	65	20	0	15
b-ORG	34	1	709	1367	0	0	15	5	0	0	0	39	255	81	44	59	13
b-PER	17	0	27	6090	0	0	4	45	0	0	0	85	90	21	0	0	0
i-LOC	3	0	0	9	52	2	75	145	0	0	0	32	59	2	0	0	0
i-MISC	0	0	1	120	2	34	100	227	0	8	9	167	313	8	0	0	0
i-ORG	0	0	25	369	4	3	511	405	3	0	10	393	579	8	0	11	0
i-PER	0	0	0	54	6	0	1	1285	1	0	0	87	115	17	0	0	0
l-LOC	0	0	0	38	0	0	43	9	279	0	21	724	122	68	0	0	0
l-MISC	0	0	0	42	0	4	44	2	31	172	51	715	438	6	0	0	5
l-ORG	0	0	0	76	0	0	38	13	33	0	560	1424	455	59	0	19	2
l-PER	0	0	0	104	0	0	3	29	31	1	5	7934	120	19	1	16	8
o	11	0	111	2718	2	6	110	1187	12	11	15	4149	206876	809	59	37	104
u-LOC	9	0	92	1253	0	0	3	2	3	0	1	716	1465	6634	168	22	360
u-MISC	2	19	127	963	0	0	7	3	0	0	0	563	1206	698	781	7	70
u-ORG	1	7	80	610	0	0	1	1	0	0	3	426	1442	609	46	2574	353
u-PER	3	0	3	630	0	0	0	3	0	0	0	556	1073	574	38	60	1088
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	56	0	23	129	0	0	2	0	0	0	0	3	14	12	0	0	0
B-MISC	2	31	36	144	0	0	1	0	0	0	0	5	46	10	3	0	1
B-ORG	4	0	137	231	0	0	2	0	0	0	0	5	40	10	4	10	2
B-PER	4	0	6	1182	0	0	0	3	0	0	0	15	12	3	0	0	0
I-LOC	0	0	0	2	0	0	12	1	0	0	0	8	3	0	0	0	0
I-MISC	0	0	0	21	0	0	14	3	0	2	0	36	37	2	0	0	0
I-ORG	0	0	3	57	0	0	83	7	1	0	2	70	63	4	0	9	0
I-PER	0	0	0	14	0	0	0	23	0	0	0	17	15	4	0	0	0
L-LOC	0	0	0	7	0	0	9	0	56	0	4	134	18	11	0	0	0
L-MISC	0	0	0	9	0	1	10	0	5	26	10	132	84	1	0	0	1
L-ORG	0	0	0	14	0	0	6	0	6	0	96	236	75	9	0	3	0
L-PER	0	0	0	17	0	0	1	0	6	0	2	1182	8	3	0	3	3
O	2	0	15	579	0	1	20	24	2	2	3	843	41105	125	6	8	24
U-LOC	0	0	17	194	0	0	0	0	0	0	0	105	171	1021	25	3	57
U-MISC	0	2	23	145	0	0	1	0	0	0	0	88	138	99	128	2	11
U-ORG	0	1	12	94	0	0	0	0	0	0	0	56	171	107	8	380	51
U-PER	1	0	0	95	0	0	0	1	0	0	0	81	153	80	6	8	179
f1:  (88.94708149994159, 51.97563098346388, 50.59301931548627, 51.27500643942646)
...training the model
Epoch: 1 Loss: 0.511990 Error: 0.133730 Time: 99.738936 seconds
Dev Err: 0.123279 Time: 6.392203 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	220	0	141	513	0	0	22	0	0	0	0	10	128	81	8	0	0
b-MISC	26	174	202	694	0	0	4	6	0	0	0	32	320	54	45	1	36
b-ORG	54	3	844	1106	0	0	22	2	0	0	0	52	275	101	87	69	7
b-PER	22	0	39	6013	0	0	6	49	0	0	0	112	111	18	0	0	9
i-LOC	2	0	0	7	44	2	87	144	1	0	0	28	59	5	0	0	0
i-MISC	0	0	5	83	0	34	137	190	6	0	13	196	323	2	0	0	0
i-ORG	0	0	34	231	4	2	783	305	9	0	27	343	556	19	0	8	0
i-PER	0	0	0	27	8	0	3	1303	1	0	0	108	99	17	0	0	0
l-LOC	0	0	0	13	0	0	38	5	293	1	65	715	108	66	0	0	0
l-MISC	0	0	0	24	0	2	32	1	37	169	109	708	412	6	2	0	8
l-ORG	0	0	1	42	0	0	58	14	36	1	857	1245	340	56	0	25	4
l-PER	0	0	0	45	0	0	6	21	36	0	15	8009	83	19	0	19	18
o	2	0	112	1633	1	2	195	858	10	16	73	4253	207845	882	50	45	240
u-LOC	4	0	96	748	0	0	7	1	2	1	16	691	1476	6991	153	47	495
u-MISC	1	16	137	510	0	0	5	1	4	0	4	562	1171	974	902	9	150
u-ORG	1	0	84	411	0	0	2	0	0	0	13	372	1316	662	49	2761	482
u-PER	3	0	0	359	0	0	1	1	0	0	5	458	963	592	25	124	1497
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	57	0	27	114	0	0	4	0	0	0	0	2	20	15	0	0	0
B-MISC	3	27	40	129	0	0	0	0	0	0	0	7	57	8	4	0	4
B-ORG	11	0	161	190	0	0	2	0	0	0	0	8	37	15	9	11	1
B-PER	5	0	10	1166	0	0	0	4	0	0	0	20	16	2	0	0	2
I-LOC	0	0	0	2	0	0	13	1	0	0	0	6	4	0	0	0	0
I-MISC	0	0	1	12	0	0	19	3	0	0	3	38	39	0	0	0	0
I-ORG	0	0	5	38	0	0	112	4	3	0	3	58	63	6	0	7	0
I-PER	0	0	0	9	0	0	1	18	0	0	0	25	16	4	0	0	0
L-LOC	0	0	0	2	0	0	7	0	60	0	13	131	15	11	0	0	0
L-MISC	0	0	0	6	0	1	6	0	4	26	21	133	80	0	0	0	2
L-ORG	0	0	0	8	0	0	9	1	11	0	146	204	54	6	0	5	1
L-PER	0	0	0	6	0	0	1	2	6	0	2	1190	8	2	0	3	5
O	0	0	16	350	0	0	34	17	2	4	10	884	41259	116	5	10	52
U-LOC	0	0	19	113	0	0	0	0	0	0	3	101	171	1080	26	7	73
U-MISC	0	2	23	82	0	0	1	0	1	0	0	89	138	138	141	4	18
U-ORG	0	0	16	62	0	0	0	0	0	0	2	49	151	105	7	421	67
U-PER	1	0	0	58	0	0	0	0	0	0	1	63	135	76	4	17	249
f1:  (89.78038238386355, 57.71324863883848, 53.880040664181635, 55.730809674027334)
...training the model
Epoch: 1 Loss: 0.510044 Error: 0.133326 Time: 99.651249 seconds
Dev Err: 0.121138 Time: 6.396474 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	240	0	172	495	0	0	31	0	0	0	0	9	101	74	1	0	0
b-MISC	48	179	240	659	0	0	18	1	0	0	1	26	292	65	31	0	34
b-ORG	64	0	903	1061	0	0	35	2	0	0	0	41	267	93	77	62	17
b-PER	14	0	31	6028	0	0	28	45	0	0	0	76	117	36	0	0	4
i-LOC	1	0	1	8	58	2	117	115	0	0	0	21	55	1	0	0	0
i-MISC	0	1	13	80	4	28	197	189	2	14	4	134	323	0	0	0	0
i-ORG	0	0	33	204	5	1	982	272	6	0	31	259	500	15	0	13	0
i-PER	0	0	0	49	7	0	5	1289	1	0	0	82	116	17	0	0	0
l-LOC	0	0	0	17	0	0	72	7	351	0	76	618	102	61	0	0	0
l-MISC	0	0	0	22	0	4	80	1	42	166	125	614	433	16	3	0	4
l-ORG	0	0	2	37	0	0	102	15	50	3	989	1047	350	65	2	15	2
l-PER	0	0	0	54	0	0	15	21	38	0	19	7958	126	15	0	16	9
o	6	0	195	1976	3	2	393	879	20	15	105	3021	208095	1249	64	45	149
u-LOC	18	8	153	754	0	0	18	1	7	1	32	693	1291	7248	172	41	291
u-MISC	6	18	209	481	0	0	22	2	0	0	4	475	1172	1015	970	8	64
u-ORG	0	5	100	435	0	0	12	3	0	7	29	380	1452	763	59	2567	341
u-PER	2	1	8	428	0	0	1	3	0	0	1	508	981	710	46	68	1271
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	58	0	33	110	0	0	6	0	0	0	0	3	14	15	0	0	0
B-MISC	9	31	46	119	0	0	3	0	0	0	0	5	48	11	2	0	5
B-ORG	14	0	165	184	0	0	3	0	0	0	0	7	38	15	6	11	2
B-PER	2	0	9	1169	0	0	4	2	0	0	0	13	18	7	0	0	1
I-LOC	0	0	0	1	0	0	15	1	0	0	0	6	3	0	0	0	0
I-MISC	0	0	2	13	0	0	30	5	0	2	0	26	37	0	0	0	0
I-ORG	0	0	5	30	0	0	140	7	1	0	3	43	57	4	0	9	0
I-PER	0	0	0	14	0	0	1	20	0	0	0	19	15	4	0	0	0
L-LOC	0	0	0	3	0	0	12	0	71	0	15	114	14	10	0	0	0
L-MISC	0	0	0	3	0	1	19	0	5	25	23	113	87	1	1	0	1
L-ORG	0	0	0	6	0	0	17	1	8	1	166	176	55	11	0	3	1
L-PER	0	0	0	9	0	0	3	0	6	0	5	1187	8	3	0	2	2
O	0	0	34	449	0	0	73	31	3	2	20	617	41282	205	3	10	30
U-LOC	0	1	32	111	0	0	2	0	0	0	4	103	146	1119	26	5	44
U-MISC	1	3	32	71	0	0	4	0	0	0	0	72	148	150	146	2	8
U-ORG	0	0	17	62	0	0	1	1	0	1	4	56	164	114	8	405	47
U-PER	1	0	1	66	0	0	0	1	0	0	0	71	132	92	8	9	223
f1:  (89.96339706397725, 56.257679480428294, 54.30362588952897, 55.263384774549515)
...training the model
Epoch: 1 Loss: 0.510385 Error: 0.132985 Time: 99.774179 seconds
Dev Err: 0.112192 Time: 6.387702 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	236	0	190	494	0	0	17	0	0	2	0	1	107	75	1	0	0
b-MISC	29	212	306	615	0	0	11	0	0	0	0	13	300	64	22	0	22
b-ORG	57	2	1024	1024	0	0	20	1	0	0	0	20	246	90	61	63	14
b-PER	19	1	60	6055	0	0	24	32	0	0	0	71	81	29	0	0	7
i-LOC	2	0	2	6	71	3	104	108	1	0	0	26	53	3	0	0	0
i-MISC	1	0	6	81	10	46	214	164	1	14	3	135	312	0	1	0	1
i-ORG	1	0	51	197	18	2	1033	232	17	0	22	246	481	5	0	16	0
i-PER	0	0	0	71	9	1	11	1260	1	0	0	91	105	17	0	0	0
l-LOC	0	0	0	22	0	0	63	6	406	0	41	575	112	79	0	0	0
l-MISC	0	0	0	30	0	3	99	1	74	176	100	566	432	24	0	0	5
l-ORG	0	0	2	71	0	0	133	9	84	2	940	972	357	78	1	30	0
l-PER	0	0	0	53	0	1	27	18	54	0	31	7909	132	12	5	20	9
o	6	3	196	1714	9	4	405	696	32	16	41	1501	209920	1417	61	47	149
u-LOC	17	6	217	870	0	0	21	1	3	1	13	369	1229	7545	140	45	251
u-MISC	2	16	280	623	0	0	11	0	15	0	0	252	1097	1057	1028	10	55
u-ORG	1	1	174	467	0	0	11	0	0	4	6	231	1423	749	43	2682	361
u-PER	2	1	6	555	0	0	2	1	0	0	2	284	999	844	43	74	1215
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	56	0	37	111	0	0	3	0	0	1	0	0	17	14	0	0	0
B-MISC	3	34	63	111	0	0	2	0	0	0	0	3	51	8	2	0	2
B-ORG	13	0	181	177	0	0	2	0	0	0	0	2	39	15	5	9	2
B-PER	3	0	13	1175	0	0	3	1	0	0	0	13	12	4	0	0	1
I-LOC	0	0	0	2	0	0	16	0	0	0	0	6	2	0	0	0	0
I-MISC	0	0	1	12	0	3	32	3	0	2	0	25	37	0	0	0	0
I-ORG	0	0	6	32	0	0	141	5	4	0	3	39	56	4	0	9	0
I-PER	0	0	0	19	0	0	1	13	0	0	0	20	16	4	0	0	0
L-LOC	0	0	0	3	0	0	12	0	83	0	5	106	16	14	0	0	0
L-MISC	0	0	0	5	0	1	20	0	15	27	18	106	83	3	0	0	1
L-ORG	0	0	0	12	0	0	19	0	17	0	166	161	54	11	0	5	0
L-PER	0	0	0	8	0	0	6	1	9	0	6	1176	11	1	1	3	3
O	1	1	32	399	0	0	75	7	9	3	9	293	41670	218	4	10	28
U-LOC	0	2	41	137	0	0	3	0	0	0	2	51	131	1160	20	7	39
U-MISC	1	2	42	101	0	0	1	0	3	0	0	42	121	154	159	4	7
U-ORG	0	0	32	63	0	0	1	0	0	0	2	32	166	114	5	407	58
U-PER	1	0	0	80	0	0	0	0	0	0	0	41	135	120	5	11	211
f1:  (90.84926599431486, 55.49880830779708, 55.235513385293125, 55.36684782608696)
...training the model
Epoch: 1 Loss: 0.509920 Error: 0.133492 Time: 99.715075 seconds
Dev Err: 0.154207 Time: 6.423469 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	195	0	94	603	0	0	17	0	0	0	0	28	100	86	0	0	0
b-MISC	25	204	129	780	0	0	3	16	0	0	0	44	288	73	16	0	16
b-ORG	24	0	635	1373	0	0	15	36	0	0	0	81	226	107	19	84	22
b-PER	5	0	21	5952	0	0	4	121	0	0	0	135	98	38	0	0	5
i-LOC	3	0	1	10	52	1	56	151	0	0	0	33	71	1	0	0	0
i-MISC	0	0	1	93	6	37	76	248	7	6	6	195	314	0	0	0	0
i-ORG	0	0	13	314	7	1	502	460	4	0	14	463	516	10	0	17	0
i-PER	0	0	0	36	3	0	1	1303	0	0	0	99	107	17	0	0	0
l-LOC	0	0	0	17	0	0	27	10	285	0	16	784	108	56	0	1	0
l-MISC	0	0	0	27	0	3	31	4	54	164	26	800	394	2	0	0	5
l-ORG	0	0	0	56	0	0	30	14	25	0	563	1596	336	42	1	16	0
l-PER	0	0	0	61	0	0	2	26	21	0	10	8031	70	16	1	28	5
o	13	0	124	3248	3	2	108	1621	13	11	7	7827	202290	751	26	23	150
u-LOC	8	0	66	1280	0	0	5	12	1	0	0	1399	1417	6147	83	26	284
u-MISC	1	18	130	923	0	0	0	9	4	0	3	974	1131	761	421	5	66
u-ORG	1	1	62	627	0	0	3	5	0	0	5	757	1176	543	14	2607	352
u-PER	2	0	4	702	0	0	0	3	0	0	0	920	887	542	10	29	929
