{'opt': 'adam', 'truncate': -1, 'feat': 'basic_seg_cap', 'activation': ['bi-relu'], 'drates': [0, 0], 'sample': False, 'epoch': 1, 'bias': [1], 'lr': 0.005, 'fepoch': 300, 'hidden': [50], 'data': '', 'norm': 7.0}
['c= ', 'c=!', 'c="', 'c=$', 'c=%', 'c=&', "c='", 'c=(', 'c=)', 'c=*', 'c=+', 'c=,', 'c=-', 'c=.', 'c=/', 'c=0', 'c=1', 'c=2', 'c=3', 'c=4', 'c=5', 'c=6', 'c=7', 'c=8', 'c=9', 'c=:', 'c=;', 'c==', 'c=?', 'c=@', 'c=A', 'c=B', 'c=C', 'c=D', 'c=E', 'c=F', 'c=G', 'c=H', 'c=I', 'c=J', 'c=K', 'c=L', 'c=M', 'c=N', 'c=O', 'c=P', 'c=Q', 'c=R', 'c=S', 'c=T', 'c=U', 'c=V', 'c=W', 'c=X', 'c=Y', 'c=Z', 'c=[', 'c=]', 'c=`', 'c=a', 'c=b', 'c=c', 'c=d', 'c=e', 'c=f', 'c=g', 'c=h', 'c=i', 'c=j', 'c=k', 'c=l', 'c=m', 'c=n', 'c=o', 'c=p', 'c=q', 'c=r', 'c=s', 'c=t', 'c=u', 'c=v', 'c=w', 'c=x', 'c=y', 'c=z', 'is_capital', 'isspace', 'wend', 'wstart']
['b-LOC' 'b-MISC' 'b-ORG' 'b-PER' 'i-LOC' 'i-MISC' 'i-ORG' 'i-PER' 'l-LOC'
 'l-MISC' 'l-ORG' 'l-PER' 'o' 'u-LOC' 'u-MISC' 'u-ORG' 'u-PER']
# of sents:  [14041, 3250, 3453]
# of feats:  89
# of lbls:  17
(1079622, 89) (272309, 89)
(1079622,) (272309,)
14041 3250
...building the model
...training the model
Epoch: 1 Loss: 256391.778696 Error: 0.200156 Time: 136.234187 seconds
Dev Err: 0.376337 Time: 8.707991 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
i-LOC	1	1	1	5	132	21	91	66	12	0	0	0	49	0	0	0	0
i-MISC	15	10	11	69	69	74	314	68	47	19	12	23	256	0	0	0	2
i-ORG	16	0	77	65	55	16	1443	142	35	1	100	40	273	32	0	13	13
i-PER	0	0	0	24	20	1	25	1342	0	0	0	43	84	19	0	0	8
l-LOC	0	0	0	4	0	0	14	7	707	18	110	329	65	35	15	0	0
l-MISC	0	0	0	0	0	2	24	0	284	306	271	313	222	66	4	4	14
l-ORG	1	0	6	0	0	2	32	0	228	51	1537	584	107	108	5	18	0
l-PER	0	0	0	14	0	1	0	8	110	4	61	7963	19	47	5	26	13
o	46	32	141	736	16	15	195	169	65	44	141	411	212292	1132	216	151	415
u-LOC	35	12	29	69	0	0	0	0	57	0	21	131	594	8548	445	159	628
u-MISC	27	32	59	123	0	0	10	0	11	7	19	158	354	863	2453	68	262
u-ORG	12	7	40	52	0	2	1	0	13	6	22	80	411	998	160	3393	956
u-PER	0	9	1	45	0	0	0	1	6	1	15	209	476	971	72	132	2090
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	119	7	15	73	0	0	2	0	1	0	1	0	12	4	1	3	1
B-MISC	67	70	38	49	0	0	4	1	0	0	0	2	28	9	6	1	4
B-ORG	51	5	236	97	0	0	4	1	0	0	0	1	15	13	4	14	4
B-PER	19	1	6	1170	0	0	6	10	0	0	1	2	5	1	0	0	4
I-LOC	0	0	0	1	0	4	13	1	2	0	0	0	5	0	0	0	0
I-MISC	2	3	2	10	0	3	43	4	9	3	2	4	29	0	0	0	1
I-ORG	3	0	9	11	1	4	177	10	7	0	14	6	45	4	0	7	1
I-PER	0	0	0	6	0	0	2	35	0	0	0	7	17	5	0	0	1
L-LOC	0	0	0	1	0	0	3	1	140	4	16	55	13	4	2	0	0
L-MISC	0	0	0	0	0	0	3	0	63	47	49	50	51	12	1	1	2
L-ORG	0	0	1	0	0	0	5	0	44	5	250	89	30	18	1	2	0
L-PER	0	0	0	3	0	0	0	0	22	0	12	1170	6	6	1	4	1
O	7	5	20	142	0	1	29	9	15	7	22	74	42140	166	29	27	66
U-LOC	6	4	4	9	0	0	0	0	6	0	3	17	86	1279	70	22	87
U-MISC	2	4	10	18	0	0	2	0	3	2	2	20	41	112	361	17	43
U-ORG	2	1	6	7	0	1	0	0	4	1	2	9	52	141	26	492	136
U-PER	0	2	0	5	0	0	0	0	1	0	2	26	73	138	10	19	328
f1:  (93.48740313850706, 65.40307896043701, 66.9434090138936, 66.16428033157497)
...training the model
Epoch: 1 Loss: 0.368051 Error: 0.103667 Time: 135.646248 seconds
Dev Err: 0.085616 Time: 8.418282 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	508	37	99	338	0	0	12	0	4	0	8	7	56	38	1	14	1
b-MISC	289	490	236	300	0	2	11	3	2	0	1	15	129	54	44	3	15
b-ORG	222	87	1364	564	0	1	32	11	0	0	0	6	83	92	50	81	29
b-PER	89	7	49	6066	1	2	29	62	0	0	0	34	21	5	0	0	14
i-LOC	1	1	0	4	124	36	88	73	12	0	0	0	40	0	0	0	0
i-MISC	13	28	6	65	48	130	300	87	44	20	5	23	215	0	5	0	0
i-ORG	11	0	73	66	38	54	1472	181	30	0	81	47	223	30	0	9	6
i-PER	0	0	0	23	21	2	31	1347	0	0	0	45	70	21	0	0	6
l-LOC	0	0	0	4	0	2	13	9	690	18	101	356	62	38	11	0	0
l-MISC	0	1	0	0	0	9	46	1	243	319	230	364	214	61	7	2	13
l-ORG	0	0	4	0	0	4	62	0	203	72	1415	673	97	119	7	23	0
l-PER	0	0	0	10	0	2	9	16	122	6	33	7984	14	28	12	26	9
o	49	53	161	972	16	42	294	272	80	63	129	755	210902	1593	418	128	290
u-LOC	50	47	40	144	0	1	1	0	49	0	23	258	545	8402	622	84	462
u-MISC	37	63	50	194	0	2	6	0	5	12	9	196	247	594	2814	55	162
u-ORG	17	11	51	74	0	2	2	0	10	4	26	163	382	1022	323	3275	791
u-PER	1	11	1	132	0	0	0	1	6	1	15	332	496	1100	132	107	1693
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	118	11	15	73	0	0	1	0	1	0	1	1	11	5	0	2	0
B-MISC	55	92	33	51	0	0	2	1	1	0	0	3	25	9	5	1	1
B-ORG	42	19	230	99	0	0	4	1	0	0	0	1	16	12	4	12	5
B-PER	21	2	7	1164	0	1	6	11	0	0	0	5	5	1	0	0	2
I-LOC	0	0	0	0	0	4	16	3	2	0	0	0	1	0	0	0	0
I-MISC	2	6	1	10	0	9	39	6	9	4	0	4	24	0	1	0	0
I-ORG	2	0	12	12	1	9	181	15	6	0	12	7	33	5	0	3	1
I-PER	0	0	0	6	0	0	2	35	0	0	0	10	14	5	0	0	1
L-LOC	0	0	0	1	0	1	3	1	135	3	15	62	12	4	2	0	0
L-MISC	0	0	0	0	0	1	6	0	56	57	36	60	50	11	1	0	1
L-ORG	0	0	0	0	0	1	11	0	39	6	233	105	30	18	1	1	0
L-PER	0	0	0	2	0	1	2	1	25	0	6	1174	4	3	2	4	1
O	9	10	25	195	0	5	51	17	17	7	21	128	41915	241	49	23	46
U-LOC	8	10	4	21	0	0	0	0	6	0	4	34	67	1251	105	15	68
U-MISC	4	8	8	26	0	0	2	0	1	1	1	26	26	77	417	14	26
U-ORG	1	4	9	10	0	1	0	0	2	1	3	19	48	140	58	479	105
U-PER	0	2	0	18	0	0	0	0	1	0	2	46	72	155	19	13	276
f1:  (92.99871500330984, 63.403149861990585, 66.16401219925449, 64.75416632120056)
...training the model
Epoch: 1 Loss: 0.373989 Error: 0.105392 Time: 135.392304 seconds
Dev Err: 0.085359 Time: 8.398499 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	502	18	87	374	0	0	7	0	1	0	4	0	68	40	1	16	5
b-MISC	338	354	221	390	0	3	6	3	2	0	2	13	156	47	24	3	32
b-ORG	321	45	1150	720	0	0	20	8	6	0	0	8	95	98	34	83	34
b-PER	70	1	33	6125	2	1	11	58	0	0	0	35	16	5	0	5	17
i-LOC	1	0	0	8	124	29	75	81	12	0	0	0	49	0	0	0	0
i-MISC	15	13	6	111	66	97	200	118	46	7	4	48	258	0	0	0	0
i-ORG	21	0	65	116	69	58	1183	231	47	1	56	92	313	58	0	11	0
i-PER	0	0	0	22	23	0	12	1355	0	0	0	59	69	20	0	0	6
l-LOC	0	0	0	9	0	0	8	12	674	11	75	400	70	38	7	0	0
l-MISC	1	0	0	3	0	1	16	6	303	253	175	435	228	66	6	5	12
l-ORG	1	0	0	0	0	0	29	0	250	21	1307	768	117	130	5	50	1
l-PER	0	0	0	11	0	0	0	9	137	0	25	7988	16	40	5	26	14
o	42	19	101	1006	13	15	106	287	65	28	73	678	212081	1160	149	94	300
u-LOC	46	20	28	127	0	0	0	0	45	0	9	184	736	8554	311	84	584
u-MISC	29	29	56	242	0	3	1	0	9	1	2	208	433	1060	2021	64	288
u-ORG	11	5	26	96	0	0	1	0	3	3	12	123	576	995	100	3300	902
u-PER	1	5	4	95	0	0	0	0	5	0	9	261	577	937	30	107	1997
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	114	6	12	84	0	0	1	0	0	0	1	0	13	5	0	3	0
B-MISC	66	64	31	70	0	1	1	1	0	0	1	3	26	7	2	1	5
B-ORG	63	8	188	130	0	0	3	1	1	0	0	1	14	15	4	13	4
B-PER	16	0	4	1179	1	0	1	10	0	0	0	4	5	1	0	1	3
I-LOC	0	0	0	3	0	6	9	1	2	0	0	0	5	0	0	0	0
I-MISC	3	2	0	21	0	8	23	10	9	0	0	7	32	0	0	0	0
I-ORG	5	0	12	15	1	10	143	23	8	0	8	14	51	6	0	3	0
I-PER	0	0	0	5	0	0	1	34	0	0	0	12	15	5	0	0	1
L-LOC	0	0	0	2	0	0	2	2	132	3	11	69	13	4	1	0	0
L-MISC	0	0	0	1	0	0	2	1	69	40	29	70	52	13	0	1	1
L-ORG	0	0	0	0	0	0	5	0	45	2	212	118	33	22	1	7	0
L-PER	0	0	0	2	0	0	0	1	26	0	5	1174	5	5	1	4	2
O	6	3	16	209	0	1	14	22	14	6	9	124	42089	168	18	17	43
U-LOC	7	4	2	17	0	0	0	0	3	0	2	24	98	1278	56	13	89
U-MISC	3	5	8	36	0	1	0	0	2	0	0	26	51	139	306	15	45
U-ORG	1	2	4	13	0	0	0	0	1	1	1	14	73	147	16	480	127
U-PER	0	2	0	9	0	0	0	0	1	0	1	36	85	128	5	13	324
f1:  (92.99676803862778, 63.59408736090351, 64.87631311419858, 64.22880147613856)
...training the model
Epoch: 1 Loss: 0.400857 Error: 0.104312 Time: 135.629241 seconds
Dev Err: 0.081569 Time: 8.401546 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	508	11	112	339	0	0	8	0	4	0	9	6	68	33	1	20	4
b-MISC	317	328	258	353	0	0	12	1	3	0	0	15	177	57	39	2	32
b-ORG	258	37	1300	606	0	1	23	0	0	0	2	3	86	115	58	98	35
b-PER	75	0	37	6098	1	0	22	56	0	0	0	31	18	16	0	4	21
i-LOC	1	0	0	4	132	19	85	77	12	0	0	1	48	0	0	0	0
i-MISC	8	15	12	107	69	67	231	102	43	7	8	35	285	0	0	0	0
i-ORG	21	0	50	75	63	25	1341	191	46	2	91	69	280	43	0	15	9
i-PER	0	0	0	17	24	1	13	1356	0	0	0	52	75	22	0	0	6
l-LOC	0	0	0	4	0	0	10	11	681	25	115	340	71	34	12	1	0
l-MISC	0	0	0	3	0	0	14	2	251	300	234	377	246	58	9	1	15
l-ORG	0	0	0	0	0	1	30	1	207	60	1465	657	119	105	6	28	0
l-PER	0	0	0	8	0	0	0	17	117	4	37	7986	19	34	6	20	23
o	41	10	117	882	16	15	145	234	66	41	100	612	211997	1218	235	98	390
u-LOC	28	4	24	61	0	1	0	0	55	0	26	190	558	8494	495	104	688
u-MISC	22	30	54	135	0	0	7	0	8	3	9	197	315	692	2630	80	264
u-ORG	6	2	27	36	0	2	0	0	11	2	21	111	463	996	220	3331	925
u-PER	0	1	3	49	0	0	0	1	6	1	16	250	438	999	82	99	2083
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	119	3	18	73	0	0	1	0	1	0	1	1	14	4	0	3	1
B-MISC	57	64	38	66	0	0	2	0	1	0	0	3	29	8	6	1	4
B-ORG	46	8	226	109	0	0	3	0	0	0	0	0	14	15	4	15	5
B-PER	18	0	4	1173	0	0	5	9	0	0	0	4	5	2	0	1	4
I-LOC	0	0	0	1	0	2	13	4	2	0	0	0	4	0	0	0	0
I-MISC	1	3	2	18	0	3	32	6	8	2	0	6	34	0	0	0	0
I-ORG	4	0	7	11	1	4	168	15	8	0	13	12	45	5	0	6	0
I-PER	0	0	0	5	0	0	1	35	0	0	0	10	16	5	0	0	1
L-LOC	0	0	0	1	0	0	2	2	135	4	19	59	12	4	1	0	0
L-MISC	0	0	0	1	0	0	1	0	66	47	35	61	54	11	1	0	2
L-ORG	0	0	0	0	0	0	6	0	42	6	237	101	33	16	1	3	0
L-PER	0	0	0	1	0	0	0	2	24	0	6	1173	6	4	1	3	5
O	9	2	14	172	0	1	19	15	15	7	12	106	42102	175	29	16	65
U-LOC	5	2	4	7	0	0	0	0	6	0	5	23	73	1272	80	15	101
U-MISC	2	3	8	22	0	0	2	0	2	0	1	25	36	87	390	19	40
U-ORG	2	0	3	2	0	1	0	0	2	0	3	13	56	143	34	493	128
U-PER	0	0	0	5	0	0	0	0	1	0	2	32	63	140	12	15	334
f1:  (93.39784276313227, 65.21667490525623, 67.06201287699085, 66.12647230807785)
...training the model
Epoch: 1 Loss: 0.367228 Error: 0.104241 Time: 135.628121 seconds
Dev Err: 0.080130 Time: 8.406375 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	513	5	134	310	0	0	10	0	4	0	4	0	68	47	4	18	6
b-MISC	304	298	344	312	0	0	17	1	4	0	0	14	172	48	53	1	26
b-ORG	251	15	1409	557	0	1	36	0	4	0	0	1	105	100	46	62	35
b-PER	77	3	63	6078	1	0	25	61	0	0	0	26	19	8	0	0	18
i-LOC	1	1	1	5	132	12	99	72	12	0	0	1	43	0	0	0	0
i-MISC	11	12	19	79	73	63	300	81	43	1	13	23	269	0	2	0	0
i-ORG	21	1	98	52	64	12	1438	145	35	0	79	53	257	60	0	4	2
i-PER	0	0	0	28	25	0	28	1340	0	0	0	48	71	21	0	0	5
l-LOC	2	0	0	2	0	0	11	10	722	17	114	304	76	35	11	0	0
l-MISC	1	0	0	0	0	1	33	3	306	269	254	304	249	65	12	3	10
l-ORG	0	0	2	0	0	1	39	0	253	30	1479	598	129	122	6	19	1
l-PER	0	0	0	12	0	0	0	17	143	3	65	7924	20	40	6	24	17
o	35	15	147	813	15	19	202	200	73	23	116	426	212372	1113	292	87	269
u-LOC	37	7	24	76	0	0	0	0	53	0	28	156	664	8506	551	106	520
u-MISC	20	34	59	113	0	0	6	0	7	2	11	162	330	682	2742	68	210
u-ORG	6	1	33	53	0	2	1	0	19	1	23	93	494	1024	263	3358	782
u-PER	0	0	2	37	0	0	0	1	7	1	13	220	542	1133	98	128	1846
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	117	0	26	70	0	0	1	0	1	0	0	0	13	7	1	2	1
B-MISC	61	56	48	57	0	0	3	0	1	0	0	3	33	7	7	0	3
B-ORG	45	3	245	98	0	0	4	0	1	0	0	0	17	15	4	8	5
B-PER	18	1	10	1167	0	0	6	12	0	0	0	4	4	1	0	0	2
I-LOC	0	0	0	1	0	1	18	2	2	0	0	0	2	0	0	0	0
I-MISC	1	3	3	13	0	2	41	5	8	0	3	4	32	0	0	0	0
I-ORG	2	0	19	9	1	0	187	9	7	0	11	9	36	8	0	1	0
I-PER	0	0	0	6	0	0	2	36	0	0	0	9	14	5	0	0	1
L-LOC	0	0	0	1	0	0	2	2	140	2	17	55	15	4	1	0	0
L-MISC	0	0	0	0	0	0	5	0	72	43	40	49	54	13	1	1	1
L-ORG	0	0	0	0	0	0	6	0	50	2	237	93	34	20	1	2	0
L-PER	0	0	0	2	0	0	0	1	30	0	10	1164	6	4	1	4	3
O	7	2	23	156	0	2	32	9	18	5	20	72	42162	156	34	19	42
U-LOC	8	1	3	8	0	0	0	0	5	0	6	20	92	1264	99	12	75
U-MISC	2	6	9	16	0	0	1	0	1	0	2	21	40	92	400	14	33
U-ORG	1	0	5	6	0	1	0	0	5	0	2	10	64	144	45	483	114
U-PER	0	0	0	2	0	0	0	0	1	0	1	29	81	161	16	16	297
f1:  (93.45430473891203, 65.32487055286454, 66.26567265333784, 65.79190848683658)
...training the model
Epoch: 1 Loss: 0.368459 Error: 0.104119 Time: 135.259016 seconds
Dev Err: 0.082557 Time: 8.408060 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	551	18	101	312	0	0	12	0	4	0	9	4	51	36	1	16	8
b-MISC	349	353	256	313	0	0	23	1	4	0	0	14	151	66	20	3	41
b-ORG	295	29	1324	605	0	1	44	6	5	0	0	6	98	93	37	36	43
b-PER	77	5	37	6086	0	0	19	70	0	0	0	27	19	17	0	4	18
i-LOC	1	1	0	5	134	18	94	72	12	0	0	0	42	0	0	0	0
i-MISC	17	14	9	61	74	76	307	104	40	19	7	20	238	0	0	0	3
i-ORG	19	0	50	60	69	23	1481	194	26	3	75	49	221	35	0	2	14
i-PER	0	0	0	12	20	1	19	1382	0	0	0	32	76	19	0	0	5
l-LOC	1	0	0	3	0	1	9	12	708	14	107	346	58	32	11	2	0
l-MISC	0	0	0	0	0	1	28	2	328	276	194	383	223	62	0	0	13
l-ORG	1	0	3	1	0	0	42	1	259	35	1398	711	103	107	4	14	0
l-PER	0	0	0	9	0	3	0	11	105	4	28	8023	13	37	5	13	20
o	39	23	152	783	18	18	208	255	89	62	152	546	211940	1295	137	95	405
u-LOC	47	24	27	96	0	0	0	0	85	0	20	226	520	8772	309	74	528
u-MISC	35	39	55	194	0	0	10	0	14	2	11	224	406	964	2177	57	258
u-ORG	19	6	31	50	0	0	2	0	18	4	33	113	493	1161	134	3211	878
u-PER	0	0	1	54	0	0	0	0	10	7	7	292	491	1098	50	82	1936
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	126	4	16	71	0	0	1	0	1	0	1	1	10	4	0	3	1
B-MISC	68	63	36	59	0	0	4	0	1	0	0	3	29	9	2	1	4
B-ORG	59	5	222	108	0	0	6	1	1	0	0	1	14	12	4	6	6
B-PER	16	2	5	1173	0	0	2	13	0	0	0	4	4	2	0	1	3
I-LOC	0	0	0	1	0	2	17	2	2	0	0	0	2	0	0	0	0
I-MISC	2	4	1	11	0	4	41	8	9	3	0	3	28	0	0	0	1
I-ORG	4	0	12	9	1	3	191	14	5	0	10	7	35	5	0	2	1
I-PER	0	0	0	2	0	0	1	43	0	0	0	6	16	4	0	0	1
L-LOC	0	0	0	1	0	0	2	2	138	2	17	60	12	4	1	0	0
L-MISC	0	0	0	0	0	0	3	0	72	45	29	67	49	12	0	0	2
L-ORG	0	0	0	0	0	0	5	0	46	2	234	109	30	17	1	1	0
L-PER	0	0	0	1	0	1	0	2	22	0	5	1180	4	4	1	2	3
O	8	3	22	161	0	2	33	22	19	8	29	89	42077	190	17	19	60
U-LOC	6	6	4	14	0	0	0	0	10	0	3	31	72	1313	49	15	70
U-MISC	3	6	8	31	0	0	2	0	4	0	1	27	48	126	326	17	38
U-ORG	2	2	4	7	0	0	0	0	4	1	5	13	60	172	17	473	120
U-PER	0	0	0	4	0	0	0	0	2	1	1	41	73	148	8	10	316
f1:  (93.30633542307542, 65.14342895263509, 66.18095560826839, 65.65809379727685)
...training the model
Epoch: 1 Loss: 0.366975 Error: 0.104136 Time: 135.708086 seconds
Dev Err: 0.082333 Time: 8.418577 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	480	11	84	400	0	0	8	0	0	0	4	0	63	48	0	20	5
b-MISC	316	327	223	403	0	1	10	1	0	0	0	13	170	71	23	2	34
b-ORG	291	36	1131	789	0	0	8	3	5	0	0	1	114	96	45	62	41
b-PER	53	1	30	6138	0	0	9	68	0	0	0	27	19	10	0	0	24
i-LOC	1	0	2	6	116	18	79	95	12	0	0	0	50	0	0	0	0
i-MISC	8	12	8	127	65	80	198	121	38	1	11	41	277	1	0	0	1
i-ORG	19	0	73	110	56	50	1204	222	39	1	80	95	305	42	0	18	7
i-PER	0	0	0	23	15	0	8	1375	0	0	0	54	67	18	0	0	6
l-LOC	2	0	0	2	0	1	7	12	638	5	102	428	61	33	9	1	3
l-MISC	0	0	0	12	0	2	16	3	239	252	193	443	259	60	15	3	13
l-ORG	0	0	1	0	0	5	42	1	210	14	1344	777	138	118	9	15	5
l-PER	0	0	0	9	0	0	0	14	78	0	30	8033	20	44	5	15	23
o	28	16	96	919	14	16	133	289	45	20	112	509	212611	736	145	86	442
u-LOC	43	16	13	138	0	0	0	0	14	0	9	160	725	8365	339	85	821
u-MISC	37	23	50	259	0	1	4	0	6	0	2	173	466	774	2225	65	361
u-ORG	11	1	27	71	0	2	1	0	6	0	12	83	537	911	148	3264	1079
u-PER	0	0	0	69	0	0	0	1	4	0	3	182	580	729	53	101	2306
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	110	2	14	88	0	0	1	0	0	0	1	0	13	7	0	3	0
B-MISC	60	60	30	76	0	0	2	0	0	0	0	3	32	10	1	1	4
B-ORG	59	5	193	137	0	0	1	0	1	0	0	0	17	14	4	9	5
B-PER	14	0	4	1181	0	0	1	13	0	0	0	3	4	1	0	0	4
I-LOC	0	0	0	1	0	3	13	3	2	0	0	0	4	0	0	0	0
I-MISC	0	3	1	23	0	2	28	7	8	0	0	6	37	0	0	0	0
I-ORG	4	0	10	16	0	7	150	17	7	0	13	16	49	4	0	6	0
I-PER	0	0	0	6	0	0	0	36	0	0	0	11	15	4	0	0	1
L-LOC	0	0	0	1	0	1	1	2	124	1	19	73	11	5	1	0	0
L-MISC	0	0	0	2	0	0	2	0	54	43	33	74	56	11	2	0	2
L-ORG	0	0	0	0	0	2	6	0	41	2	218	118	35	19	2	2	0
L-PER	0	0	0	1	0	0	0	2	15	0	7	1183	6	5	1	2	3
O	5	4	15	201	0	3	20	20	10	3	16	92	42167	106	16	17	64
U-LOC	7	4	2	22	0	0	0	0	1	0	1	19	98	1260	53	11	115
U-MISC	5	2	9	41	0	0	1	0	1	0	0	24	61	97	332	15	49
U-ORG	3	0	5	6	0	1	0	0	1	0	2	13	64	134	25	478	148
U-PER	0	0	0	8	0	0	0	0	0	0	0	24	89	96	8	15	364
f1:  (93.26155523538803, 65.04350736278447, 65.85903083700441, 65.4487287422125)
...training the model
Epoch: 1 Loss: 0.369859 Error: 0.104967 Time: 135.660265 seconds
Dev Err: 0.080989 Time: 8.401529 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	539	6	80	333	0	0	8	0	4	0	5	0	73	52	0	14	9
b-MISC	350	305	219	365	0	0	17	3	0	0	0	13	169	74	36	3	40
b-ORG	318	27	1161	638	0	0	35	1	5	0	0	0	125	126	55	73	58
b-PER	83	0	35	6071	1	0	26	61	0	0	0	31	31	16	0	0	24
i-LOC	1	0	1	6	131	11	93	78	12	0	0	0	46	0	0	0	0
i-MISC	13	17	11	40	78	68	293	114	43	3	14	39	255	0	0	0	1
i-ORG	18	0	51	59	71	10	1401	173	48	6	113	64	245	44	0	13	5
i-PER	1	0	0	11	18	0	24	1354	0	0	0	64	67	18	0	0	9
l-LOC	2	0	1	2	0	0	13	5	725	14	109	335	58	37	1	2	0
l-MISC	0	0	0	0	0	1	23	2	270	284	274	343	228	61	7	2	15
l-ORG	0	0	0	0	0	0	40	0	244	36	1500	619	99	121	5	15	0
l-PER	0	0	0	5	0	0	0	15	132	6	65	7948	16	38	6	28	12
o	30	10	100	662	16	15	194	231	83	35	111	633	212379	965	170	123	460
u-LOC	46	6	11	92	0	0	0	0	32	0	23	103	692	8501	351	90	781
u-MISC	31	16	57	146	0	0	5	0	5	7	19	168	359	828	2446	79	280
u-ORG	13	0	31	42	0	1	1	0	6	4	15	71	456	1004	171	3245	1093
u-PER	1	0	1	35	0	0	0	1	5	0	13	197	545	890	58	85	2197
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	122	0	15	74	0	0	1	0	1	0	1	0	13	7	0	3	2
B-MISC	71	58	27	65	0	0	3	1	0	0	0	3	33	10	2	1	5
B-ORG	61	6	200	112	0	0	4	0	1	0	0	0	20	17	4	10	10
B-PER	21	0	4	1167	0	0	4	12	0	0	0	3	7	2	0	0	5
I-LOC	0	0	0	1	0	1	16	3	2	0	0	0	3	0	0	0	0
I-MISC	1	4	3	6	0	3	40	9	8	1	1	5	34	0	0	0	0
I-ORG	4	0	12	8	0	2	180	14	6	0	17	10	38	5	0	3	0
I-PER	0	0	0	2	0	0	2	37	0	0	0	12	14	4	0	0	2
L-LOC	0	0	0	1	0	0	2	1	143	2	16	58	11	5	0	0	0
L-MISC	0	0	0	0	0	0	3	0	68	41	44	56	52	12	1	0	2
L-ORG	0	0	0	0	0	0	7	0	49	3	235	95	33	20	1	2	0
L-PER	0	0	0	1	0	0	0	2	23	0	11	1172	5	5	1	4	1
O	7	1	14	141	0	3	33	8	19	5	15	111	42142	145	20	23	72
U-LOC	8	1	1	14	0	0	0	0	3	0	3	11	98	1274	54	15	111
U-MISC	3	3	9	21	0	0	1	0	1	1	4	21	47	109	363	15	39
U-ORG	2	0	6	5	0	0	0	0	1	1	2	8	63	143	31	471	147
U-PER	0	0	0	2	0	0	0	0	1	0	1	25	86	125	10	12	342
